Policy_ID,claim_time_diff,incident_state,previous_claim_made,incident_hour_of_the_day,Claim_Amount,Incident_Type,Collision_Type,Incident_Severity,authorities_contacted,number_of_vehicles_involved,number_of_witnesses,property_damage,police_report_filed,injury_claim,property_claim,vehicle_claim,vehicle_age,car_model,bodyily_injuries,False_Flag,Driving Under Influence,Others,Traffic Violations,population,density,Age_of_Policyholder,Earned_Premium,Policy_Age,Insured_Gender,Policy_Deductible,Insured_Education,Insured_Relation,Insured_Occupation,Insured_Hobbies
31909,6,0.00795,1,21,456,Single vehicles,Side,Minor,Ambulance,3,1,0,0,64,49,359,15,Mercedes E400,0,0,0,2,0,7257,54.8,34,21526,6,Male,500,High School,Self,Logistics,No Info
31909,6,0.00705,1,21,21736,Vehicle Theft,Front,Total Loss,Police,4,2,1,1,2850,2439,16474,1,Toyota Highlander,0,1,0,2,0,429,2.4,34,21526,6,Male,500,High School,Self,Logistics,No Info
31910,9,0.0063,0,1,3680,Vehicle Theft,Unknown,Trivial,Police,1,2,1,1,536,512,2662,9,BMW X6,0,1,2,3,2,26736,809.4,24,83041,3,Male,2000,Unknown,Unknown,Clerical,paintball
31910,5,0.0067,1,20,35912,Multiple vehicles,Front,Total Loss,Ambulance,2,0,0,Unknown,3865,4449,27609,2,Suburu Impreza,0,0,2,3,2,23666,346.5,24,83041,3,Male,2000,Unknown,Unknown,Clerical,paintball
31910,9,0.008,1,11,124,Vehicle Theft,Side,Minor,Unknown,2,1,0,Unknown,24,16,92,11,Accura TL,0,0,2,3,2,389,2.6,24,83041,3,Male,2000,Unknown,Unknown,Clerical,paintball
31910,1,0.00665,1,23,11815,Multiple vehicles,Front,Total Loss,Police,4,3,1,Unknown,1593,1545,8686,3,Toyota Highlander,0,1,2,3,2,47752,1075.1,24,83041,3,Male,2000,Unknown,Unknown,Clerical,paintball
31910,5,0.0073,1,0,1542,Vehicle Theft,Rear,Trivial,Unknown,3,2,0,0,223,175,1174,7,Nissan Ultima,0,0,2,3,2,2479,418.8,24,83041,3,Male,2000,Unknown,Unknown,Clerical,paintball
31910,8,0.0073,1,5,19870,Vehicle Theft,Rear,Major,Ambulance,2,3,1,1,2307,2400,15179,8,BMW X6,0,1,2,3,2,2479,418.8,24,83041,3,Male,2000,Unknown,Unknown,Clerical,paintball
31910,7,0.0073,1,4,21723,Multiple vehicles,Front,Total Loss,Police,4,0,0,1,3041,2954,15761,9,BMW M5,0,0,2,3,2,2479,418.8,24,83041,3,Male,2000,Unknown,Unknown,Clerical,paintball
31911,3,0.00795,0,15,177,Vehicle Theft,Side,Minor,Unknown,2,0,0,0,52,18,140,10,Unknown,0,0,0,0,0,13955,17.6,42,4205,7,Male,500,Unknown,Self,Others,No Info
31911,5,0.00795,1,22,586,Vehicle Theft,Rear,Minor,Other,1,0,0,0,99,59,460,11,Honda Civic,0,0,0,0,0,13955,17.6,42,4205,7,Male,500,Unknown,Self,Others,No Info
31911,5,0.0061,1,10,143,Single vehicles,Front,Minor,Unknown,2,2,0,0,25,19,104,9,Dodge Neon,0,0,0,0,0,585,1.1,42,4205,7,Male,500,Unknown,Self,Others,No Info
31912,3,0.0083,0,10,56630,Multiple vehicles,Front,Total Loss,Police,4,1,0,1,7102,7616,41928,0,Dodge Neon,1,1,3,3,0,19775,2666.7,35,118759,1,Male,500,Associate,Self,IT Services,bungee-jumping
31912,7,0.0083,1,10,112,Vehicle Theft,Rear,Minor,Other,4,0,0,0,29,14,84,6,Chevrolet Tahoe,0,0,3,3,0,19775,2666.7,35,118759,1,Male,500,Associate,Self,IT Services,bungee-jumping
31912,2,0.0083,1,10,77456,Multiple vehicles,Front,Major,Police,4,1,1,Unknown,8786,9954,58745,15,Suburu Legacy,0,1,3,3,0,19775,2666.7,35,118759,1,Male,500,Associate,Self,IT Services,bungee-jumping
31913,10,0.0077,0,21,11139,Multiple vehicles,Side,Total Loss,Police,2,0,0,Unknown,1248,1455,8463,11,Honda Accord,0,0,1,0,0,1670,91.5,51,10920,10,Female,500,Unknown,Self,IT Services,paintball
31914,4,0.0068,0,1,413,Vehicle Theft,Rear,Minor,Ambulance,1,1,0,0,58,47,321,0,Jeep Grand Cherokee,0,0,0,0,0,32870,1139.1,42,2260,8,Female,1000,High School,Self,IT Services,board-games
31914,9,0.0068,1,20,473,Single vehicles,Front,Minor,Unknown,1,0,0,0,82,62,350,3,Mercedes C300,0,0,0,0,0,32870,1139.1,42,2260,8,Female,1000,High School,Self,IT Services,board-games
31914,3,0.0068,1,8,113,Single vehicles,Side,Minor,Ambulance,2,3,0,Unknown,44,11,89,8,Saab 93,1,0,0,0,0,32870,1139.1,42,2260,8,Female,1000,High School,Self,IT Services,board-games
31915,1,0.00615,0,6,861,Single vehicles,Front,Minor,Ambulance,2,2,1,Unknown,112,117,657,5,Volkswagen Jetta,1,0,1,2,0,501,2.6,37,36123,9,Male,1000,Associate,Self,Others,basketball
31915,5,0.009000000000000001,1,22,6784,Multiple vehicles,Front,Total Loss,Other,2,0,0,0,782,773,5261,7,Toyota Camry,1,0,1,2,0,6354,699.9,37,36123,9,Male,1000,Associate,Self,Others,basketball
31915,6,0.0058,1,8,27130,Multiple vehicles,Side,Major,Ambulance,4,2,1,1,2917,3726,20514,3,Toyota Corolla,1,1,1,2,0,10629,44.8,37,36123,9,Male,1000,Associate,Self,Others,basketball
31915,9,0.00705,1,22,51,Single vehicles,Side,Minor,Other,1,0,0,Unknown,34,7,38,8,Volkswagen Jetta,1,0,1,2,0,161,0.2,37,36123,9,Male,1000,Associate,Self,Others,basketball
31915,7,0.00705,1,20,1297,Single vehicles,Unknown,Minor,Police,2,0,0,1,158,174,983,3,Honda CRV,0,0,1,2,0,161,0.2,37,36123,9,Male,1000,Associate,Self,Others,basketball
31916,3,0.0045,0,20,2354,Multiple vehicles,Front,Minor,Other,3,2,1,Unknown,279,303,1791,15,Suburu Forrestor,1,0,1,4,3,145,0.2,40,85169,2,Male,500,Associate,Self,Armed Forces,exercise
31916,7,0.00645,1,15,190,Single vehicles,Rear,Minor,Unknown,4,1,1,Unknown,45,23,141,10,Audi A5,0,0,1,4,3,4880,8.1,40,85169,2,Male,500,Associate,Self,Armed Forces,exercise
31916,1,0.0073,1,12,49452,Multiple vehicles,Rear,Major,Fire Brigade,4,0,0,Unknown,6885,6749,35834,9,Toyota Highlander,0,1,1,4,3,77529,4841.7,40,85169,2,Male,500,Associate,Self,Armed Forces,exercise
31916,10,0.0073,1,13,42911,Multiple vehicles,Side,Major,Ambulance,4,0,1,Unknown,6026,4555,32363,4,Saab 95,0,1,1,4,3,77529,4841.7,40,85169,2,Male,500,Associate,Self,Armed Forces,exercise
31916,1,0.0073,1,10,3890,Single vehicles,Side,Minor,Unknown,3,0,0,Unknown,530,524,2848,8,Honda CRV,1,0,1,4,3,77529,4841.7,40,85169,2,Male,500,Associate,Self,Armed Forces,exercise
31917,3,0.00805,0,4,72953,Multiple vehicles,Front,Total Loss,Police,4,2,1,Unknown,8212,9493,55268,1,Chevrolet Silverado,0,1,1,3,4,3079,26.0,32,87534,1,Unknown,500,High School,Self,Logistics,exercise
31917,7,0.0056,1,22,10456,Multiple vehicles,Front,Total Loss,Other,4,1,1,1,1063,1100,8298,2,Nissan Pathfinder,0,1,1,3,4,172,1.1,32,87534,1,Unknown,500,High School,Self,Logistics,exercise
31917,10,0.0081,1,18,6217,Parked Car,Front,Total Loss,Other,3,3,0,0,655,854,4719,6,Mercedes E400,0,0,1,3,4,29801,478.6,32,87534,1,Unknown,500,High School,Self,Logistics,exercise
31917,4,0.0081,1,12,7235,Multiple vehicles,Unknown,Total Loss,Other,1,0,0,0,1027,834,5398,13,Chevrolet Silverado,1,1,1,3,4,29801,478.6,32,87534,1,Unknown,500,High School,Self,Logistics,exercise
31917,10,0.00665,1,2,110,Single vehicles,Side,Trivial,Unknown,2,2,0,0,30,13,85,0,Unknown,0,0,1,3,4,26016,452.3,32,87534,1,Unknown,500,High School,Self,Logistics,exercise
31917,1,0.0081,1,13,192,Vehicle Theft,Front,Minor,Ambulance,1,3,0,Unknown,38,20,148,12,Volkswagen Jetta,0,0,1,3,4,29801,478.6,32,87534,1,Unknown,500,High School,Self,Logistics,exercise
31918,1,0.0083,0,23,3412,Multiple vehicles,Rear,Minor,Fire Brigade,1,2,0,1,434,472,2521,3,Chevrolet Silverado,0,0,2,0,0,1082,10.2,36,25970,7,Male,1000,PhD,Self,IT Services,No Info
31918,8,0.00795,1,14,182,Vehicle Theft,Rear,Minor,Unknown,3,2,1,Unknown,46,23,138,11,Volkswagen Passat,0,0,2,0,0,82,8.4,36,25970,7,Male,1000,PhD,Self,IT Services,No Info
31918,2,0.00655,1,8,8089,Multiple vehicles,Front,Major,Other,2,0,0,0,844,1022,6257,4,Toyota Highlander,0,0,2,0,0,2012,37.8,36,25970,7,Male,1000,PhD,Self,IT Services,No Info
31918,2,0.008,1,3,15845,Multiple vehicles,Front,Major,Other,4,0,1,0,2219,1682,11977,9,Toyota Corolla,0,0,2,0,0,7118,22.3,36,25970,7,Male,1000,PhD,Self,IT Services,No Info
31919,4,0.00555,0,20,477,Vehicle Theft,Front,Minor,Unknown,1,3,0,Unknown,90,50,363,5,Honda Accord,0,0,3,0,1,2436,12.6,42,53481,6,Female,500,High School,Self,Sales,basketball
31919,1,0.00555,1,0,14977,Multiple vehicles,Front,Trivial,Other,4,0,0,Unknown,1612,2021,11366,10,Volkswagen Passat,1,1,3,0,1,2436,12.6,42,53481,6,Female,500,High School,Self,Sales,basketball
31919,2,0.00555,1,2,216,Vehicle Theft,Side,Major,Fire Brigade,2,2,0,Unknown,54,28,160,15,Ford Fusion,0,0,3,0,1,2436,12.6,42,53481,6,Female,500,High School,Self,Sales,basketball
31919,4,0.00555,1,16,8358,Vehicle Theft,Rear,Total Loss,Other,1,1,1,Unknown,1171,1023,6180,8,Chevrolet Silverado,0,0,3,0,1,2436,12.6,42,53481,6,Female,500,High School,Self,Sales,basketball
31919,9,0.00555,1,6,1492,Single vehicles,Side,Minor,Other,3,0,1,Unknown,186,191,1130,4,Volkswagen Passat,0,0,3,0,1,2436,12.6,42,53481,6,Female,500,High School,Self,Sales,basketball
31919,9,0.00555,1,11,1050,Single vehicles,Rear,Trivial,Other,3,0,0,0,123,121,816,12,Honda Civic,1,0,3,0,1,2436,12.6,42,53481,6,Female,500,High School,Self,Sales,basketball
31919,4,0.0077,1,6,28773,Vehicle Theft,Rear,Total Loss,Police,4,0,1,0,3384,3245,22154,3,Suburu Impreza,1,1,3,0,1,25674,1656.6,42,53481,6,Female,500,High School,Self,Sales,basketball
31919,5,0.0077,1,13,2417,Vehicle Theft,Front,Minor,Ambulance,1,0,1,Unknown,338,286,1816,13,Unknown,0,0,3,0,1,46058,1634.9,42,53481,6,Female,500,High School,Self,Sales,basketball
31920,5,0.0071,0,6,12996,Multiple vehicles,Side,Total Loss,Ambulance,4,3,1,Unknown,1639,1738,9647,5,Ford Fusion,0,1,0,2,3,290,10.0,35,93791,4,Male,1000,High School,Self,Armed Forces,board-games
31920,9,0.00675,1,14,83,Single vehicles,Unknown,Minor,Fire Brigade,1,0,0,0,23,10,64,14,Ford F150,0,0,0,2,3,1050,3.7,35,93791,4,Male,1000,High School,Self,Armed Forces,board-games
31920,4,0.0083,1,23,1380,Parked Car,Rear,Trivial,Unknown,2,2,0,0,164,159,1069,4,Chevrolet Silverado,1,0,0,2,3,2357,28.2,35,93791,4,Male,1000,High School,Self,Armed Forces,board-games
31920,10,0.00745,1,5,72120,Multiple vehicles,Unknown,Total Loss,Police,4,0,1,1,8104,9997,54047,0,BMW M5,0,1,0,2,3,41,157.2,35,93791,4,Male,1000,High School,Self,Armed Forces,board-games
31920,5,0.00795,1,12,78,Vehicle Theft,Rear,Minor,Police,1,1,0,Unknown,16,9,59,3,Jeep Wrangler,0,0,0,2,3,17494,1115.1,35,93791,4,Male,1000,High School,Self,Armed Forces,board-games
31920,6,0.00655,1,17,16723,Multiple vehicles,Unknown,Total Loss,Other,2,2,0,1,2133,2338,12273,2,Jeep Wrangler,1,0,0,2,3,912,87.1,35,93791,4,Male,1000,High School,Self,Armed Forces,board-games
31920,5,0.0071,1,17,728,Single vehicles,Side,Minor,Unknown,2,3,0,1,88,99,556,4,Jeep Grand Cherokee,0,0,0,2,3,290,10.0,35,93791,4,Male,1000,High School,Self,Armed Forces,board-games
31921,8,0.00735,0,19,609,Vehicle Theft,Front,Major,Police,1,0,0,Unknown,91,64,462,1,Chevrolet Malibu,0,0,0,1,0,2046,81.3,38,1025,7,Male,500,College,Self,Clerical,board-games
31921,1,0.00665,1,15,426,Single vehicles,Side,Trivial,Unknown,1,0,0,0,85,51,321,1,Accura MDX,0,0,0,1,0,3992,1.9,38,1025,7,Male,500,College,Self,Clerical,board-games
31922,5,0.0063,0,13,5028,Multiple vehicles,Unknown,Major,Ambulance,1,0,0,1,624,696,3732,9,Toyota Highlander,0,0,0,0,1,6557,18.7,40,7265,7,Female,1000,Unknown,Self,Finance,yachting
31922,7,0.00615,1,8,1044,Vehicle Theft,Rear,Minor,Unknown,1,2,1,0,150,108,808,14,Audi A5,1,0,0,0,1,529,2.3,40,7265,7,Female,1000,Unknown,Self,Finance,yachting
31922,10,0.005,1,2,82,Single vehicles,Rear,Trivial,Police,3,0,0,0,28,11,61,0,BMW 3 Series,0,0,0,0,1,68695,4638.6,40,7265,7,Female,1000,Unknown,Self,Finance,yachting
31922,8,0.0066,1,0,1257,Single vehicles,Side,Minor,Unknown,1,0,0,Unknown,175,142,960,1,Accura MDX,0,0,0,0,1,4266,1.7,40,7265,7,Female,1000,Unknown,Self,Finance,yachting
31923,3,0.005,0,21,13218,Multiple vehicles,Rear,Major,Unknown,4,1,0,Unknown,1742,1331,10166,15,Saab 93,0,1,4,1,1,13222,11575.2,31,87210,3,Male,2000,Unknown,Self,"Factory, heavy industry",yachting
31923,1,0.005,1,18,9466,Parked Car,Side,Total Loss,Unknown,3,2,0,1,1167,1134,7194,1,Suburu Forrestor,0,1,4,1,1,13222,11575.2,31,87210,3,Male,2000,Unknown,Self,"Factory, heavy industry",yachting
31923,8,0.005,1,22,1597,Vehicle Theft,Side,Minor,Other,2,0,0,1,222,190,1215,11,Chevrolet Malibu,1,0,4,1,1,13222,11575.2,31,87210,3,Male,2000,Unknown,Self,"Factory, heavy industry",yachting
31923,6,0.005,1,23,79498,Multiple vehicles,Front,Total Loss,Fire Brigade,3,0,1,1,10690,8362,60459,4,Accura TL,0,1,4,1,1,13222,11575.2,31,87210,3,Male,2000,Unknown,Self,"Factory, heavy industry",yachting
31924,2,0.0068,0,5,2316,Single vehicles,Side,Minor,Police,1,2,0,0,277,309,1752,9,Unknown,0,0,2,1,1,3991,6.8,33,42622,5,Male,2000,College,Self,Finance,polo
31924,2,0.0064,1,18,20788,Parked Car,Front,Major,Police,2,0,0,1,2912,2751,15145,1,Suburu Impreza,0,1,2,1,1,15099,30.6,33,42622,5,Male,2000,College,Self,Finance,polo
31924,8,0.0066,1,17,92,Single vehicles,Front,Minor,Other,1,0,1,Unknown,38,11,71,9,Suburu Legacy,0,0,2,1,1,58,0.3,33,42622,5,Male,2000,College,Self,Finance,polo
31924,2,0.0077,1,15,1104,Single vehicles,Rear,Trivial,Other,1,0,1,0,176,111,851,4,Accura TL,0,0,2,1,1,45652,1860.8,33,42622,5,Male,2000,College,Self,Finance,polo
31924,4,0.0068,1,6,3186,Single vehicles,Side,Trivial,Unknown,4,2,0,0,365,369,2487,2,Honda CRV,0,0,2,1,1,3991,6.8,33,42622,5,Male,2000,College,Self,Finance,polo
31924,7,0.0068,1,22,6008,Vehicle Theft,Side,Major,Ambulance,2,2,0,1,726,712,4594,14,Ford Fusion,0,0,2,1,1,3991,6.8,33,42622,5,Male,2000,College,Self,Finance,polo
31924,8,0.0058,1,8,11615,Multiple vehicles,Front,Total Loss,Ambulance,4,0,0,0,1626,1448,8574,12,Ford Escape,0,1,2,1,1,136,0.4,33,42622,5,Male,2000,College,Self,Finance,polo
31924,10,0.0068,1,0,1185,Parked Car,Side,Minor,Other,4,0,1,Unknown,166,125,922,0,Accura RSX,0,0,2,1,1,3991,6.8,33,42622,5,Male,2000,College,Self,Finance,polo
31924,8,0.0063,1,16,1017,Single vehicles,Side,Trivial,Other,1,1,0,Unknown,145,110,793,0,Mercedes ML350,1,0,2,1,1,359,5.4,33,42622,5,Male,2000,College,Self,Finance,polo
31925,2,0.009000000000000001,0,22,917,Single vehicles,Side,Trivial,Other,1,0,0,Unknown,130,116,697,1,Suburu Legacy,0,0,0,1,0,56614,1315.4,50,2274,11,Female,500,Masters,Self,Finance,yachting
31925,3,0.009000000000000001,1,9,1129,Vehicle Theft,Unknown,Trivial,Unknown,3,2,0,0,174,155,821,11,Ford F150,0,0,0,1,0,56614,1315.4,50,2274,11,Female,500,Masters,Self,Finance,yachting
31925,9,0.0064,1,14,192,Vehicle Theft,Unknown,Major,Other,1,1,1,Unknown,30,23,146,0,Chevrolet Tahoe,1,0,0,1,0,2738,29.1,50,2274,11,Female,500,Masters,Self,Finance,yachting
31925,4,0.009000000000000001,1,16,59,Vehicle Theft,Rear,Trivial,Other,3,0,1,Unknown,37,6,45,12,Accura TL,0,0,0,1,0,3128,21.4,50,2274,11,Female,500,Masters,Self,Finance,yachting
31926,7,0.0077,0,23,299,Single vehicles,Rear,Trivial,Other,1,2,0,1,67,42,221,5,Volkswagen Jetta,0,0,2,1,1,4084,65.6,35,44976,5,Male,500,Masters,Self,Logistics,golf
31926,2,0.00555,1,20,1953,Single vehicles,Unknown,Trivial,Other,1,2,0,0,225,245,1499,8,Accura MDX,0,0,2,1,1,3667,7.4,35,44976,5,Male,500,Masters,Self,Logistics,golf
31926,2,0.00555,1,3,49022,Multiple vehicles,Front,Major,Police,3,0,1,1,5687,5417,37934,13,Toyota Highlander,0,1,2,1,1,3667,7.4,35,44976,5,Male,500,Masters,Self,Logistics,golf
31927,3,0.0066,0,7,17445,Multiple vehicles,Side,Total Loss,Ambulance,3,1,0,0,2190,2270,13008,7,Accura RSX,0,1,1,2,0,11296,16.4,36,23583,8,Male,500,PhD,Spouse,Finance,basketball
31927,5,0.00775,1,2,7554,Multiple vehicles,Side,Major,Unknown,2,1,1,0,966,973,5629,7,Nissan Pathfinder,0,1,1,2,0,1687,15.7,36,23583,8,Male,500,PhD,Spouse,Finance,basketball
31928,6,0.00615,0,9,51495,Multiple vehicles,Front,Total Loss,Unknown,4,1,1,0,7082,6551,37883,10,Jeep Grand Cherokee,1,0,3,0,1,240,2.9,40,53392,7,Male,1000,College,Self,Unknown,basketball
31928,6,0.00795,1,13,2731,Single vehicles,Side,Trivial,Ambulance,1,0,1,Unknown,376,323,2067,15,Chevrolet Silverado,1,0,3,0,1,41818,552.2,40,53392,7,Male,1000,College,Self,Unknown,basketball
31928,10,0.00705,1,8,4505,Single vehicles,Side,Minor,Unknown,1,0,0,0,494,511,3514,4,Toyota Highlander,0,0,3,0,1,90,40.3,40,53392,7,Male,1000,College,Self,Unknown,basketball
31929,7,0.0056,0,11,1864,Single vehicles,Front,Trivial,Other,1,0,0,0,215,260,1414,4,Volkswagen Jetta,0,0,3,0,0,736,0.6,36,19034,9,Female,500,Unknown,Self,Armed Forces,board-games
31929,8,0.0078,1,8,3391,Single vehicles,Side,Minor,Police,3,0,0,0,469,407,2528,10,Nissan Ultima,1,0,3,0,0,2513,7.8,36,19034,9,Female,500,Unknown,Self,Armed Forces,board-games
31929,9,0.0078,1,10,836,Single vehicles,Rear,Trivial,Other,2,2,0,1,139,94,635,0,BMW M5,0,1,3,0,0,2513,7.8,36,19034,9,Female,500,Unknown,Self,Armed Forces,board-games
31929,8,0.0078,1,7,12120,Vehicle Theft,Front,Total Loss,Police,4,0,1,0,1375,1263,9509,11,Ford Fusion,0,1,3,0,0,2513,7.8,36,19034,9,Female,500,Unknown,Self,Armed Forces,board-games
31929,5,0.0078,1,2,2536,Vehicle Theft,Side,Minor,Other,1,0,0,1,355,344,1852,4,Chevrolet Malibu,0,0,3,0,0,2513,7.8,36,19034,9,Female,500,Unknown,Self,Armed Forces,board-games
31930,4,0.00655,0,0,5170,Multiple vehicles,Unknown,Total Loss,Unknown,1,1,0,Unknown,726,638,3830,0,Mercedes ML350,0,1,2,2,1,6161,16.3,34,40084,6,Male,500,High School,Self,Clerical,paintball
31930,10,0.0078,1,8,148,Single vehicles,Side,Trivial,Unknown,1,0,0,0,40,20,112,12,Suburu Impreza,1,0,2,2,1,2651,569.2,34,40084,6,Male,500,High School,Self,Clerical,paintball
31930,7,0.00655,1,16,2859,Multiple vehicles,Side,Minor,Other,2,0,1,Unknown,354,332,2207,2,BMW X6,1,0,2,2,1,6161,16.3,34,40084,6,Male,500,High School,Self,Clerical,paintball
31930,8,0.0066,1,1,572,Single vehicles,Side,Trivial,Other,1,1,0,1,109,79,416,1,Mercedes ML350,0,0,2,2,1,25,0.8,34,40084,6,Male,500,High School,Self,Clerical,paintball
31930,5,0.00655,1,12,23438,Vehicle Theft,Side,Major,Unknown,4,0,1,Unknown,3065,3226,17170,1,Accura TL,0,0,2,2,1,6161,16.3,34,40084,6,Male,500,High School,Self,Clerical,paintball
31930,3,0.00655,1,13,12707,Multiple vehicles,Front,Trivial,Fire Brigade,4,0,0,0,1339,1767,9618,11,Chevrolet Tahoe,0,0,2,2,1,6161,16.3,34,40084,6,Male,500,High School,Self,Clerical,paintball
31931,8,0.00805,0,2,1547,Vehicle Theft,Side,Trivial,Other,4,0,0,0,168,166,1222,3,Honda Accord,0,1,2,0,1,25261,50.6,27,56788,5,Male,500,College,Self,IT Services,kayaking
31931,2,0.00805,1,20,31928,Multiple vehicles,Front,Total Loss,Police,4,0,0,0,4373,3689,23876,4,BMW 3 Series,0,1,2,0,1,25261,50.6,27,56788,5,Male,500,College,Self,IT Services,kayaking
31931,8,0.0073,1,13,6091,Multiple vehicles,Front,Total Loss,Police,2,3,1,0,814,647,4643,2,Saab 92x,0,0,2,0,1,15864,2414.6,27,56788,5,Male,500,College,Self,IT Services,kayaking
31931,4,0.0068,1,12,22901,Parked Car,Side,Total Loss,Police,4,1,1,0,3159,2777,17000,13,Audi A3,0,1,2,0,1,21313,60.7,27,56788,5,Male,500,College,Self,IT Services,kayaking
31932,2,0.00705,0,16,4672,Vehicle Theft,Unknown,Minor,Unknown,1,2,1,1,563,583,3537,13,Accura MDX,0,0,2,3,2,5046,12.5,38,107862,4,Male,500,PhD,Self,Others,video-games
31932,1,0.0077,1,5,5674,Multiple vehicles,Front,Major,Other,1,2,0,Unknown,611,747,4324,10,Mercedes C300,0,1,2,3,2,11393,126.1,38,107862,4,Male,500,PhD,Self,Others,video-games
31932,7,0.0059,1,21,751,Single vehicles,Side,Trivial,Unknown,1,2,0,0,114,83,578,3,Chevrolet Malibu,0,0,2,3,2,7333,7.5,38,107862,4,Male,500,PhD,Self,Others,video-games
31932,4,0.00545,1,20,12485,Multiple vehicles,Front,Total Loss,Other,4,0,0,Unknown,1756,1556,9193,3,Dodge Neon,0,0,2,3,2,3560,478.2,38,107862,4,Male,500,PhD,Self,Others,video-games
31932,1,0.00545,1,7,5459,Multiple vehicles,Front,Total Loss,Other,1,0,1,Unknown,611,562,4305,0,Chevrolet Silverado,1,0,2,3,2,3560,478.2,38,107862,4,Male,500,PhD,Self,Others,video-games
31932,7,0.00665,1,20,97159,Vehicle Theft,Side,Total Loss,Unknown,4,3,1,Unknown,11439,11174,74560,11,Jeep Grand Cherokee,0,1,2,3,2,866,2.7,38,107862,4,Male,500,PhD,Self,Others,video-games
31933,2,0.0071,0,14,2049,Parked Car,Front,Minor,Police,3,1,0,0,228,242,1600,10,Accura TL,0,0,3,3,1,1401,13.5,31,99778,1,Male,500,Associate,Spouse,Finance,reading
31933,2,0.0058,1,0,50923,Multiple vehicles,Front,Major,Police,4,1,0,0,5900,6083,38970,10,BMW X6,0,1,3,3,1,18272,66.8,31,99778,1,Male,500,Associate,Spouse,Finance,reading
31933,7,0.00675,1,4,4487,Single vehicles,Unknown,Minor,Unknown,1,2,0,Unknown,588,600,3315,14,Toyota Corolla,0,0,3,3,1,262,1.5,31,99778,1,Male,500,Associate,Spouse,Finance,reading
31933,9,0.00745,1,3,52059,Single vehicles,Front,Total Loss,Other,4,2,0,Unknown,6551,6942,38599,1,Saab 95,0,1,3,3,1,933,2045.4,31,99778,1,Male,500,Associate,Spouse,Finance,reading
31933,1,0.00805,1,6,238,Single vehicles,Side,Minor,Fire Brigade,4,2,1,1,52,32,180,8,Accura MDX,1,0,3,3,1,1044,14.0,31,99778,1,Male,500,Associate,Spouse,Finance,reading
31934,7,0.0061,0,19,313,Single vehicles,Rear,Minor,Police,1,1,1,0,44,42,233,4,Honda Accord,0,0,0,2,2,3597,15.6,29,68958,1,Male,1000,College,Self,Armed Forces,exercise
31934,10,0.0066,1,12,18021,Multiple vehicles,Front,Major,Fire Brigade,3,1,1,0,2300,2199,13546,2,Toyota Corolla,0,1,0,2,2,3827,3.7,29,68958,1,Male,1000,College,Self,Armed Forces,exercise
31934,4,0.0066,1,21,2237,Single vehicles,Unknown,Trivial,Other,1,3,0,1,269,231,1745,7,Suburu Forrestor,0,1,0,2,2,3827,3.7,29,68958,1,Male,1000,College,Self,Armed Forces,exercise
31934,9,0.0063,1,21,1393,Vehicle Theft,Rear,Minor,Unknown,2,2,1,0,171,195,1040,10,Nissan Pathfinder,1,0,0,2,2,358,27.6,29,68958,1,Male,1000,College,Self,Armed Forces,exercise
31934,5,0.0066,1,8,46830,Multiple vehicles,Front,Major,Fire Brigade,3,1,1,Unknown,6519,6462,33878,0,Honda Civic,1,1,0,2,2,3827,3.7,29,68958,1,Male,1000,College,Self,Armed Forces,exercise
31934,6,0.0066,1,1,2157,Single vehicles,Front,Minor,Ambulance,2,0,0,Unknown,309,248,1609,5,Saab 93,1,0,0,2,2,3827,3.7,29,68958,1,Male,1000,College,Self,Armed Forces,exercise
31934,1,0.009000000000000001,1,1,9039,Parked Car,Rear,Total Loss,Ambulance,2,3,1,0,1109,1102,6843,7,BMW 3 Series,0,1,0,2,2,27320,128.6,29,68958,1,Male,1000,College,Self,Armed Forces,exercise
31936,1,0.0071,0,9,26058,Single vehicles,Unknown,Total Loss,Other,1,0,0,Unknown,3548,2611,19915,7,Mercedes E400,0,1,1,2,1,3316,31.9,30,52985,5,Unknown,2000,Associate,Self,Unknown,No Info
31936,10,0.00545,1,2,8222,Multiple vehicles,Front,Total Loss,Other,1,0,0,Unknown,983,1092,6161,1,Mercedes C300,1,1,1,2,1,1115,6.0,30,52985,5,Unknown,2000,Associate,Self,Unknown,No Info
31936,8,0.00495,1,14,21350,Multiple vehicles,Side,Total Loss,Other,4,2,1,1,2961,2578,15827,14,BMW X5,0,1,1,2,1,425,4.6,30,52985,5,Unknown,2000,Associate,Self,Unknown,No Info
31936,3,0.008,1,8,4410,Vehicle Theft,Rear,Minor,Unknown,2,3,0,0,570,600,3247,9,Accura TL,0,0,1,2,1,5664,21.8,30,52985,5,Unknown,2000,Associate,Self,Unknown,No Info
31936,9,0.006999999999999999,1,8,364,Parked Car,Rear,Minor,Other,1,2,0,1,59,46,275,3,Chevrolet Malibu,0,0,1,2,1,472,14.7,30,52985,5,Unknown,2000,Associate,Self,Unknown,No Info
31937,5,0.0071,0,17,98189,Multiple vehicles,Unknown,Major,Police,4,1,0,0,13517,10602,74085,8,Suburu Legacy,0,1,4,3,2,1515,18.2,31,94196,3,Male,500,College,Self,IT Services,bungee-jumping
31937,5,0.00705,1,3,1792,Vehicle Theft,Rear,Trivial,Unknown,3,0,0,0,262,243,1308,5,BMW X6,0,0,4,3,2,2308,1.2,31,94196,3,Male,500,College,Self,IT Services,bungee-jumping
